"","Lake_ID","NIVA_station_ID","NVE_number","DNAsampleID","Lake_name","Long","Lat","Altitude","CBA_date","CBA_week","NIVA_date","T","pH_bio","EC_bio","DNA","Cells","TOC","DOC","TN","DN","TOTP","DP","pH","EC","Alkalinity","F","Cl","NO2","B","SO4","NO3","PO4","Na","K","Ca","Mg","Fe","Al","Cr","Ni","Cu","Zn","As","Cd","Pb","V","Mn","Co","Hg_total","a254","a410","a600","a275","a295","s_275_295","a350","a400","s_350_400","SUVA","SARuv","SARvis","Ar","N2","O2","CO2","CH4","N2O","p_N2","p_O2","c_O2","p_CO2","c_CO2","p_CH4","p_N2O","d18O","d2H","Survey","RR","tmax","tmax_h","auc","OD","width","BdgT","ox_initial","incub_date","lag_bdg","H","CN","CP","NP","CNP","SR","sVISa"
"48",13079,"814-2-4",7954,"L66","Grummestadvatnet",9.477768,58.94375,39,2019-10-25,42,"43766",8,6.1,11.2,"13.8",674694.6,16.42,10.06,0.334,0.284,13.7,3,6.54,54.55,0.205,"3.44E-2",5.5281,0.9321,0.2221,4.0559,"0.76449999999999996","na",4.1,0.67,3.94,1.02,0.29,0.22,0.0715,0.739,0.357,1.16,0.0351,0.00897,0.0511,0.0378,0.00159,0.0424,11.33,0.451,0.047,0.006,0.366,0.28,0.013392187,0.125,0.056,0.016059241,0.044831014,8.053571429,"9.3333333330000006","18.846132430000001","675.90264179999997","364.35503240000003","120.8718478","29.621982190000001","18.334500999999999","2.2123176600000001","0.143197676","0","552.31375690000004","0","6.4614990999999997E-2","0",-8.801615824,-60.28531574,"100_lakes",2.9859456794561,14.7560833333334,24.4670833333333,5.46736536174784,5.46736536174784,3.06791666666667,2.00308333333334,285.310159574468,2019-10-27,2,7.94328234724282e-07,41.3090875617538,8646.46851497239,209.311534708836,0.000426447480595839,0.833924031652554,0.00556660039761431
"49",13089,"817-1-34",7669,"L71","Eldhustjenna",9.208608,58.998787,59,2019-10-25,42,"43766",7.6,5.2,15.3,"9.1999999999999993",746938.2,21.84,11.62,0.308,0.279,11.9,4.8,5.51,31.27,0.09,"3.4500000000000003E-2",2.2838,0.6884,0.1876,2.6308,"0.74690000000000001","na",2.16,0.58,1.91,0.46,0.01,0.39,0.0459,0.0469,0.0709,0.873,0.0293,0.00427,0.0514,0.045,0.00224,0.0246,11.67,0.768,0.088,0.013,0.633,0.497,0.01209402,0.232,0.103,0.016240168,0.066092943,7.45631068,"7.923076923","19.196284179999999","685.51490409999997","362.61609540000001","388.36200969999999","1080.2249119999999","60.024824719999998","2.04791356","0","0.42375344700000001","65.996776139999994","0","0","0",-9.875921793,-67.14872294,"100_lakes",1.7325833074825,15.1364166666666,25.1263333333333,6.81595808514307,3.09920388228706,4.61433333333333,2.05358333333334,370.690437017995,2019-10-27,2,6.30957344480193e-06,48.5699757301327,6242.0454860822,128.516545298779,0.000313377530908794,0.744697961252618,0.00886402753872633
"50",13094,"817-2-61",15096,"L74","Sandvatnet",8.748224,59.087589,369,2019-10-25,42,"43766",6.7,5.4,4.8,"2.58",425125.8,9.91,7.479,0.183,0.114,15.2,4.2,5.87,13.25,0.0481,"1.3299999999999999E-2",0.9455,0.3553,0.0845,1.1293,"0.17680000000000001","na",0.84,0.1,0.64,0.16,0.01,0.13,0.0279,0.0371,0.057,0.883,0.0173,0.00233,0.0298,0.0103,0.000487,0.0115,6.93,0.179,0.018,0.004,0.144,0.107,0.014849223,0.047,0.021,0.016112503,0.023933681,8.523809524,"5.25","19.301796979999999","704.33727080000006","382.3868215","41.798509529999997","99.201446309999994","16.775928459999999","0","0","0.54839404700000005","0","25.70167593","0","0",-8.864988137,-63.03341702,"100_lakes",20.2266291457876,14.4011666666667,24.7966666666667,90.5602029733844,36.2227500276886,5.6285,2.12966666666667,285.310159574468,2019-10-27,2,3.98107170553497e-06,76.5076114438957,4591.51789431117,60.0138706157125,0.000564152553908917,0.921596290781141,0.00280786201363819
"51",13109,"831-4-8",1274,"L55","Fyresvatnet",8.083827,59.181786,280,2019-10-24,42,"43767",8.4,5.5,10.7,"2.3199999999999998",482213.4,7.374,3.388,0.314,0.182,11,3.3,6.39,14.83,0.0438,"0.2412",0.9021,0.2585,0.0532,0.906,"0.72819999999999996","na",0.75,0.18,0.79,0.13,0.14,0.08,0.022,0.00565,0.0645,0.769,0.0101,0.00169,0.0188,0.00711,0.000726,0.00622,8.56,0.128,0.014,0.004,0.103,0.078,0.013901008,0.035,0.016,0.015655187,0.037780401,8,"4","17.722455759999999","668.0518204","363.60311730000001","33.828358870000002","35.913794510000002","23.02295024","1.082369548","0.28374754699999999","0","0","14.62892796","0","0",-10.3900263,-73.29820967,"100_lakes",1.28694388858276,13.5391666666667,22.033125,3.60714982318144,2.31528507329481,3.3975,1.95208333333334,285.310159574468,2019-10-27,3,3.16227766016838e-06,21.7089078601026,2647.22892903727,121.942059273394,0.000203734811038599,0.887949022902122,0.00472255017709563
"52",13130,"815-2-27",8466,"L57","Lonstravatnet",9.23817,58.869925,89,2019-10-25,42,"43767",8,4.9,0.8,"2.48",705006.6,17.25,9.931,0.23,0.269,12,12.3,5.6,27,0.0573,"2.7300000000000001E-2",2.9308,0.4247,0.1656,1.3687,"0.35410000000000003","na",1.9,0.29,0.75,0.43,0.22,0.35,0.0331,0.0495,0.0776,1.78,0.0303,0.00506,0.0454,0.0187,0.000683,0.0262,9.87,0.426,0.043,0.007,0.345,0.264,0.013379766,0.117,0.051,0.016606966,0.042895982,8.352941176,"7.2857142860000002","18.92963559","682.67590129999996","369.63137640000002","50.990423710000002","119.7174564","17.052994689999998","0","0","0.40726916499999999","93.509472149999993","0","5.2171488000000002E-2","0",-9.096735686,-61.56958964,"100_lakes",1.36523206154885,14.98425,26.013625,4.05351393034438,1.97942310385756,3.65091666666667,1.77483333333333,285.310159574468,2019-10-27,2,1.25892541179417e-05,43.0533216298938,2081.85227227345,48.3552068332849,0.000108403363486001,0.805671909004932,0.00513543449803645
"53",13131,"815-1-29",8356,"L62","Lofthaugtjenna",9.282107,58.89143,61,2019-10-25,42,"43766",8,6,14.1,"7.16",752748,13.49,10.63,0.269,0.223,14.3,7.3,6.46,57.38,0.203,"4.36E-2",4.2091,1.0183,0.2502,5.4344,"0.76049999999999995","na",2.93,1.54,4.51,1.13,0,0.21,0.0716,0.24,0.199,1.27,0.0347,0.00314,0.0431,0.0351,0.00259,0.051,9.78,0.483,0.056,0.01,0.396,0.31,0.012242096,0.145,0.065,0.016046929,0.045437441,7.430769231,"6.5","18.09104975","676.21491390000006","362.38532750000002","274.95542949999998","889.64335219999998","25.863844790000002","0.77322987099999996","0","0.38505094000000001","109.0883528","0","0","0",-9.350394733,-63.44493594,"100_lakes",1.85543940778119,15.3393333333333,24.999625,5.82017975861208,2.8175370585672,3.95516666666667,1.90158333333334,370.690437017995,2019-10-27,2,1e-06,55.589704206122,3754.67579376439,67.5426474629613,0.000235837416337479,0.762893386017973,0.00611476952022578
"54",13138,"829-4-6",8,"L69","Kviteseidvatnet",8.529699,59.368056,72,2019-10-24,42,"43767",9.1,6.1,5.1,"2.44",628216.2,5,2.162,0.094,0.063,3,3,6.63,18.96,0.121,"na",1.2476,0.45,0.0668,0.9695,"0.31680000000000003","na",0.92,0.44,1.7,0.18,0.04,0.02,0.0256,0.0125,0.0532,0.847,0.00682,0.000951,0.00649,0.00535,0.000127,0.00129,7.4,0.078,0.008,0.002,0.063,0.047,0.014649356,0.02,0.009,0.015970154,0.036077706,8.666666667,"4.5","18.675171049999999","663.26719349999996","359.48198289999999","62.795995050000002","51.114708319999998","17.07941963","0.39024689800000001","0","0.22914716099999999","0","222.21774160000001","0","0",-11.41545301,-79.87542503,"100_lakes",0.45547415401563,7.0991666666667,18.7877916666666,1.40176922646186,0.864548335504845,1.44516666666666,1.141,285.310159574468,2019-10-27,3,7.94328234724282e-07,40.0203702161907,1858.21718979824,46.431784107946,0.000413143621865142,0.917295850747588,0.00416281221091582
"55",13154,"807-4-1",1,"L72","Heddalsvatnet",9.316061,59.510034,16,2019-10-24,42,"43761",8.5,6.2,7,"2.82",662822.4,9.083,7.985,0.189,0.141,3.6,4,6.6,22.12,0.105,"0.23519999999999999",1.4254,0.4774,0.0823,1.1141,"0.42749999999999999","na",1,0.26,1.65,0.2,0.04,0.07,0.016,0.0231,0.0516,0.835,0.0122,0.00148,0.00615,0.00692,0.00058,0.00307,8.69,0.191,0.022,0.006,0.156,0.12,0.013118213,0.055,0.025,0.015769147,0.02391985,7.64,"4.1666666670000003","17.72838175","668.94684400000006","363.21498350000002","44.672936389999997","179.0323487","18.706717179999998","0.390550803","0","6.8173117000000005E-2","0","146.0040003","0","0",-11.5100533,-82.39012857,"100_lakes",1.85728777350908,15.5928333333333,25.91225,6.20454608976396,2.98295085346507,4.38616666666667,2.003,370.690437017995,2019-10-27,3,6.30957344480193e-07,66.0422361062643,5147.27021064025,77.9390661811951,0.000511332013052751,0.831891097216609,0.00313087038196619
"56",13156,"807-3-1",33,"L65","Sonstevatn",9.146021,59.739848,318,2019-10-28,43,"43761",6,6.7,6,"7.82",551425.8,32.93,20.73,0.176,0.125,3.7,1,6.79,21.94,0.139,"0.37180000000000002",1.6793,0.4665,0.0898,1.216,"0.128","na",1.26,0.23,2.44,0.24,0.37,0.08,0.0365,0.0195,0.0722,0.422,0.0253,0.00129,0.00504,0.00567,0.000709,0.00268,9.41,0.209,0.018,0.004,0.166,0.119,0.016643215,0.049,0.021,0.016945957,0.010082007,9.952380952,"5.25","19.85267438","714.23823330000005","387.2368601","50.427472620000003","330.74704580000002","16.95646241","0","0","0.69890839800000004","0","12.914114509999999","0","0",-8.157462015,-63.19943923,"100_lakes",47.3280228892147,18.9145,19.3967916666667,242.313072459242,114.468611615773,6.21166666666667,2.91575,312.520684562353,2019-10-29,1,1.99526231496888e-07,193.399457164266,53451.6776288402,276.379667309203,0.00598958118837732,0.982134853758923,0.00101302460202605
"57",13157,"807-1-71",12683,"L73","Surtetj›rn",9.120064,59.77253,471,2019-10-28,43,"43761",5.2,4.8,3.6,"2.5",861113.4,13.33,11.9,0.163,0.081,7.6,1.6,5.06,16.48,0.0438,"3.0700000000000002E-2",0.7307,0.2317,0.1656,0.9145,"0.15970000000000001","0.1681",0.58,0.13,0.69,0.18,0.04,0.26,0.0318,0.0348,0.21,1.63,0.024,0.00522,0.0546,0.0227,0.00154,0.0214,14.46,0.56,0.065,0.01,0.458,0.356,0.012596923,0.169,0.076,0.015983307,0.047058824,7.368421053,"7.6","21.583773229999998","727.54023770000003","396.33146449999998","63.574401129999998","183.05825290000001","19.992924819999999","0","0","0.817169013","0","85.546208829999998","0","0",-11.16477669,-79.42027123,"100_lakes",19.1426322676984,14.88325,15.6571666666667,93.830529027664,45.2339238270643,6.009,2.86508333333333,312.520710843056,2019-10-29,1,1.58489319246111e-05,171.32782603601,19177.3686620598,111.933765260227,0.00331626423270952,0.788129953331936,0.00638655462184874
"58",13163,"822-2-11",6447,"L70","Bortevatn",9.355979,59.408652,195,2019-10-24,42,"43761",7.6,6,11.5,"8.2799999999999994",834085.2,19.17,9.591,0.224,0.194,4.3,3.7,6.68,29.05,0.174,"0.1686",1.369,0.488,0.0964,1.7662,"0.38779999999999998","na",1.2,0.14,2.99,0.35,0.19,0.3,0.0281,0.0299,0.0543,0.959,0.0172,0.00183,0.0112,0.0134,0.000363,0.00571,8.55,0.305,0.031,0.005,0.248,0.188,0.013849339,0.083,0.036,0.016706433,0.031800646,8.472222222,"7.2","18.092770940000001","679.13015759999996","367.36718990000003","136.18227880000001","165.80072680000001","20.860019600000001","0.69633929500000002","0","0.134491781","0","615.47899480000001","0","0",-9.962419219,-70.19032822,"100_lakes",1.62099976583761,15.7703333333333,26.5081666666667,5.11819253787062,3.07649067001811,3.65083333333334,2.12983333333334,370.690437017995,2019-10-27,3,1e-06,57.6538246298282,6683.81168613456,115.930065855103,0.000482578094266426,0.828982404562362,0.00375351892399124
"59",13196,"826-605",34,"L63","Sandvatn",9.08589,59.804559,309,2019-10-28,43,"43761",6.1,6,4.9,"8.6199999999999992",662317.2,59.29,8.977,0.154,0.138,3.2,2.7,6.47,22.55,0.091,"na",0.6642,0.297,0.0881,0.8515,"0.1368","na",0.65,0.2,1.52,0.19,0.07,0.16,0.0492,0.0385,0.0826,0.848,0.0329,0.00307,0.00857,0.0105,0.00389,0.00734,13.48,0.36,0.036,0.005,0.291,0.223,0.013307575,0.1,0.042,0.017350011,0.040102484,8.571428571,"8.4","19.35964564","714.67155449999996","389.13595199999997","56.037842939999997","163.78627940000001","20.277476539999999","0","0","0.69598557500000002","70.850229909999996","0","0","0",-11.38617374,-81.3379157,"100_lakes",44.5707217759177,19.878,20.9434166666667,287.149595402677,126.565398915961,8.01183333333334,3.44816666666667,312.520788703006,2019-10-29,1,1e-06,75.860919157439,8572.93437805468,113.008575077541,0.00087015283937255,0.767006718324271,0.004678623148045
"60",13437,"714-3-5",519,"L54","Bergsvannet",10.062187,59.578689,36,2019-11-05,44,"43766",3.6,7.3,73.8,"8.2799999999999994",463521,16.04,8.587,0.815,0.75,18.5,5.6,7.01,96.1,0.481,"1.6508",8.2667,1.5428,0.1725,5.3584,"3.8498999999999999","na",5.91,1.37,9.7,1.76,0.12,0.08,0.0477,0.0529,0.129,0.513,0.0348,0.00137,0.00882,0.0404,0.00284,0.00753,11.6,0.341,0.04,0.01,0.276,0.213,0.012955435,0.097,0.045,0.01536097,0.039711191,7.577777778,"4.5","19.787584979999998","747.25018050000006","404.05459880000001","62.251879729999999","97.724691239999999","28.60975505","0","0","0.88262407099999995","100.77746670000001","0","0","1.1392845E-2",-10.27714311,-71.15753563,"100_lakes",1.76341197573669,0,10.3325416666667,21.8886285844372,21.8886285844372,15.3139166666666,15.3139166666666,213.56213963964,2019-11-07,2,5.01187233627272e-08,13.3519950045791,3953.80707565684,296.121072117003,7.38413009449671e-05,0.843399537919806,0.00524047979503901
"61",13439,"728-1-3",5855,"L64","Solbergvatnet",9.9918566,59.3324216,232,2019-11-05,44,"43766",0.2,7.3,21.5,"5.46",192986.4,12.94,7.12,0.233,0.187,3.9,1.5,6.64,36.4,0.155,"0.70320000000000005",1.9643,0.563,0.0863,1.701,"0.39369999999999999","na",2.02,0.12,2.31,0.42,0.2,0.15,0.0199,0.0205,0.0288,0.975,0.0184,0.00264,0.009,0.0143,0.00568,0.00597,11.25,0.266,0.027,0.004,0.214,0.164,0.013305479,0.073,0.031,0.017129445,0.037359551,8.580645161,"7.75","22.540456540000001","833.56067740000003","450.06982570000002","27.794252050000001","1852.7020030000001","20.237422819999999","0","0","1.4608626300000001","62.181174640000002","0","1.448917617","0",-10.02168836,-67.65557005,"100_lakes",2.52070672148115,9.53325,16.962625,15.069794060484,6.77119770475039,7.25141666666667,3.2455,213.56213963964,2019-11-07,2,5.01187233627272e-08,44.4021856969792,12239.1363472373,275.642654863045,0.000916757127356964,0.776760659787868,0.00435393258426966
"62",13440,"728-1-6",5834,"L67","Rosovatnet",10.015193,59.400235,190,2019-11-05,44,"43766",0.9,6.7,19.3,"5.3",229613.4,15.61,4.265,0.212,0.111,4.6,2.5,6.59,27.4,0.197,"0.48959999999999998",1.8311,0.4628,0.0938,1.6237,"0.37740000000000001","na",1.65,0.16,2.5,0.36,0.42,0.23,0.0271,0.019,0.0325,1.15,0.0205,0.00276,0.0201,0.0146,0.0154,0.0128,15.16,0.382,0.041,0.006,0.311,0.241,0.012749799,0.11,0.048,0.016585587,0.089566237,7.958333333,"8","23.453557279999998","831.44718790000002","440.0485109","65.757319289999998","795.73296089999997","24.13581529","0","0","1.3182397210000001","107.9701409","0","0","0",-10.35312662,-70.79571157,"100_lakes",0.780601324243961,7.07366666666665,14.5158333333333,10.719634596253,3.08922388194422,16.80975,4.8425,213.56213963964,2019-11-07,2,1.99526231496888e-07,44.8086663801425,4398.8693697444,98.1700578282287,0.000555089759117206,0.768727630803782,0.0112543962485346
"63",13443,"709-1-5",6735,"L61","Balsrodtjernet",9.856297,59.0214781,5,2019-11-05,44,"43766",3.4,7,121.7,"6.68",274071,19.87,10.99,0.632,0.493,24.4,7.6,7.33,160.9,0.774,"0.1439",18.6251,2.4339,0.4858,8.9304,"1.8898999999999999","0.18260000000000001",14.22,2.46,15.83,2.53,0.23,0.26,0.0416,0.0683,0.186,0.531,0.0535,0.00236,0.0206,0.0481,0.00434,0.0229,13.3,0.494,0.063,0.014,0.403,0.313,0.012636669,0.149,0.072,0.014545604,0.044949955,6.861111111,"5.1428571429999996","19.847426980000002","747.3106679","404.9115759","186.94873630000001","222.1344599","23.087955520000001","0","0","0.96286107300000001","0","579.96443450000004","0","0",-9.393224139,-64.92061596,"100_lakes",1.39656053629219,17.82425,21.2983333333333,15.5629365392366,8.49572360705085,15.5168333333333,9.02616666666666,213.56213963964,2019-11-07,2,1e-07,25.9966109497666,3728.60294729831,143.426501035197,0.000105936189620299,0.868762067219759,0.00655141037306642
"64",13445,"720-2-1",5879,"L56","Gjennestadvatnet",10.2418847,59.2353606,53,2019-11-05,44,"43766",1.6,7.2,41.1,"15.6",303372.6,22.39,12.7,0.692,0.577,26.4,5.7,7.04,86.5,0.455,"0.11609999999999999",6.1827,1.5789,0.2426,5.4231,"2.4005999999999998","na",5.42,1.75,8.71,1.96,0.23,0.19,0.0544,0.0812,0.108,2.93,0.0428,0.00127,0.0266,0.047,0.00242,0.0119,15.1,0.606,0.074,0.015,0.497,0.389,0.012250534,0.183,0.086,0.015102777,0.047716535,7.046511628,"5.733333333","21.106005889999999","784.18850989999999","425.61320460000002","90.354988840000004","1546.3511000000001","31.864167269999999","0","0","1.282518442","272.89669500000002","0","0","0",-10.25772404,-69.87940731,"100_lakes",1.23716601845153,20.5366666666667,27.89025,14.6161739498295,14.6161739498295,17.6210833333333,17.6210833333333,279.65833332952,2019-11-07,2,6.30957344480193e-08,25.6681086820039,5745.01151722033,223.819042859523,0.000139463390505555,0.811144467007624,0.00677165354330709
"65",13449,"118-1-7",3494,"L10","Lilledalstjernet",11.6878093,59.2464685,113,2019-11-08,44,"43763",0.6,7.3,1.6,"5.48",1006358.4,15.7,12.57,0.511,0.33,23.5,8.6,7.08,90.8,0.49,"1.1592",9.7498,1.7814,0.2036,2.2964,"0.2432","na",5.65,1.9,7.28,2.76,0.13,0.03,0.0533,0.0853,0.124,1.3,0.0284,0.0016,0.0595,0.0282,0.0042,0.00947,11,0.387,0.043,0.009,0.314,0.237,0.014066642,0.106,0.049,0.015432376,0.030787589,7.897959184,"5.4444444440000002","21.856517440000001","809.49742389999994","439.85803550000003","80.80914903","351.06368370000001","18.648612279999998","0","0","1.4146427669999999","97.302103740000007","0","0","0",-5.855211738,-48.64641136,"100_lakes",16.9409399573946,13.5901666666667,22.4015,96.3704500178934,41.7845894736997,7.27683333333333,2.96658333333334,284.841294964029,2019-11-08,0,5.01187233627272e-08,44.4208944830875,3768.76332354257,84.8421304298017,0.000159966872342002,0.911502026648392,0.00389817024661893
"66",13453,"101-4-1",316,"L6","Femsjoen",11.4878221,59.1304439,80,2019-11-07,44,"43763",6,6.7,46.4,"4.04",605229.6,17.52,9.08,0.665,0.57,10.8,1.9,6.82,63.3,0.167,"0.44169999999999998",7.9652,0.681,0.1353,3.7035,"2.8685","na",4.31,1.22,4.22,1.54,0.23,0.17,0.0408,0.0607,0.137,0.503,0.0327,0.00205,0.0223,0.033,0.000691,0.00796,14.74,0.355,0.034,0.005,0.288,0.215,0.014616123,0.093,0.04,0.016874401,0.039096916,8.875,"8","18.98123279","706.04234689999998","383.33167889999999","43.925584569999998","53.774580899999997","17.526493729999999","0.64844094100000005","0.13527091099999999","0","66.339625209999994","0","0.381959777","0",-8.499233698,-61.88349397,"100_lakes",1.03114265319295,19.8529166666667,24.7722083333333,2.0785084635223,1.85592690384272,2.15525,2.15525,267.662207034192,2019-11-08,1,1.99526231496888e-07,18.5770587487785,12322.3711597702,663.311201542086,0.00030280605760509,0.866171368097748,0.00440528634361234
"67",13458,"119-4-3",323,"L17","Rodenessjoen",11.639645,59.488403,118,2019-11-08,44,"43763",6,6.6,26.8,"2.52",734813.4,18.89,10.32,1.002,0.811,17.4,6.5,6.87,72.5,0.214,"2.63E-2",6.8495,0.9258,0.1953,3.8861,"4.3380999999999998","na",3.99,1.2,5.07,0.47,0.22,0.22,0.0651,0.12,0.174,1.39,0.0299,0.00231,0.0436,0.0465,0.000849,0.009,11.15,0.429,0.05,0.009,0.352,0.269,0.01344599,0.125,0.058,0.015357415,0.041569767,7.396551724,"6.4444444440000002","20.69209266","716.07420560000003","386.39967139999999","69.650982189999993","20.229821869999999","24.16234116","0","0","0.66851782000000004","256.57709369999998","0","2.4626528000000002E-2","0",-8.98195852,-64.76280974,"100_lakes",5.68138336319809,14.2749166666666,22.756625,29.0153547486251,13.5828081103387,6.16125,2.86508333333333,267.662207029445,2019-11-08,0,2.51188643150958e-07,14.8396891833945,4093.81656558411,275.869427923401,7.07054113861118e-05,0.875537321873505,0.00562015503875969
"68",13459,"119-1-2",3344,"L5","Holevatnet",11.6591797,59.6127598,199,2019-11-08,44,"43763",1.4,6.3,51.2,"2.06",643624.8,18.87,12.46,0.33,0.21,26.4,6.4,6.32,72.1,NA,"3.0499999999999999E-2",11.8856,0.8278,0.2557,3.4825,"0.26900000000000002","0.16719999999999999",6.33,1.62,1.74,1.41,0.28,0.09,0.0438,0.0629,0.15,0.887,0.0239,0.00781,0.0867,0.0274,0.000932,0.013,14.88,0.511,0.053,0.008,0.415,0.319,0.013154371,0.144,0.062,0.016853578,0.041011236,8.241935484,"7.75","23.741287020000001","791.18121829999995","432.0839795","104.30840689999999","868.88307980000002","20.212064080000001","0","0","0.98847471099999995","247.97274609999999","0","3.8631080999999998E-2","0",-8.415466936,-60.96487802,"100_lakes",4.64741793874531,12.9818333333333,21.33675,21.7543523848291,9.4280558916502,5.98375,2.35791666666667,284.841294964029,2019-11-08,0,5.01187233627272e-07,69.1934060444593,5019.95826742153,72.5496626686657,0.000334831216437016,0.780509100204123,0.00497592295345104
"69",13469,"105-3-6",133,"L1","Isesjoen",11.197053,59.250624,38,2019-11-07,44,"43763",4.9,6.6,56.7,"5.08",893193.6,20.42,11.93,0.564,0.431,26.8,9.3,6.76,68.4,0.105,"2.75E-2",10.336,0.676,0.267,5.5945,"1.6695","na",5.95,1.32,3.63,2.1,0.01,0.18,0.0537,0.103,0.179,0.358,0.055,0.00225,0.0337,0.0629,0.00346,0.0156,11.98,0.467,0.056,0.012,0.382,0.291,0.013604867,0.136,0.064,0.015075436,0.039145013,7.296875,"5.3333333329999997","19.663473119999999","729.16322830000001","397.42660139999998","26.7412998","56.412211229999997","18.671136270000002","0","0","0.31574268500000002","116.5623219","0","5.0357461999999999E-2","0",-7.815908969,-56.02360572,"100_lakes",1.21394312223483,8.59533333333331,16.7474583333334,11.6082862115433,3.88821838475631,11.9674166666667,4.05683333333334,267.662207031854,2019-11-08,1,2.51188643150958e-07,32.2796736402304,3307.64988724494,102.468504610982,0.000107494784154617,0.902452638849052,0.00536462699077955
"70",13470,"105-3-10",3451,"L2","Tunevatnet",11.0865405,59.2940372,40,2019-11-07,44,"43763",4.2,6.8,78.8,"9.1",721425.6,12.26,6.708,0.393,0.302,21.4,6.5,7.32,109.6,0.356,"1.6352",17.7601,1.3728,0.2533,5.1116,"0.28399999999999997","na",10.85,1.69,6.01,1.18,0.5,0.01,0.0361,0.0449,0.15,0.186,0.0642,0.00128,0.0112,0.0282,0.000149,0.00283,9.68,0.148,0.015,0.005,0.121,0.084,0.018248687,0.035,0.017,0.014442694,0.022063208,8.705882353,"3.4","20.075781429999999","742.41937829999995","404.2160313","94.778729290000001","100.45667109999999","16.02400682","0","0","0.73011235399999996","179.4640167","0","0","0",-5.588837241,-43.86584421,"100_lakes",0.827444300715601,19.3964166666666,24.683375,1.90789970288734,1.70342487907741,2.66216666666667,2.58608333333334,284.841294964029,2019-11-08,1,1.58489319246111e-07,25.9031197120079,2660.98076762967,102.72819634139,0.000123418402689367,1.26352375810219,0.00253428741800835
"71",13471,"137-3-1",295,"L9","Sabyvatnet",10.9944016,59.4181121,47,2019-11-07,44,"43763",3.3,6.1,25.9,"2.92",1102093.8,27.4,14.99,0.613,0.525,48.5,9.5,6.29,54.1,0.132,"2.87E-2",6.2505,0.5475,0.2113,4.007,"1.8292999999999999","na",4.45,1.21,2.84,1.83,0.19,0.48,0.124,0.213,0.227,1.41,0.061,0.00828,0.0837,0.116,0.00524,0.0782,15.35,0.795,0.105,0.021,0.658,0.519,0.011865052,0.252,0.12,0.014838747,0.053035357,6.625,"5.7142857139999998","20.424046449999999","762.25255089999996","412.7581318","77.942873120000002","71.072989190000001","22.824589589999999","0","0","0.96125065700000001","314.88615549999997","0","2.1219162E-2","1.6475399000000002E-2",-9.243863488,-64.03804159,"100_lakes",1.26169087630026,4.96949999999998,13.70475,12.9982876195218,4.11448628838269,12.6269166666667,3.80325,284.841294964029,2019-11-08,1,7.94328234724282e-07,33.2972441928232,4068.55382565981,122.188905547226,0.000108549016068604,0.799599319268669,0.00800533689126084
"72",13617,"301-1-1",5505,"L12","Steinsrudtjern",10.86768,59.822163,133,2019-11-07,44,"43762",0.2,6.7,71.7,"6.68",283164.6,26.21,11.92,0.391,0.366,28.5,3.7,6.91,191.5,0.564,"2.8799999999999999E-2",36.3286,2.3119,0.4776,5.8542,"0.56999999999999995","0.16819999999999999",21.5,1.36,13.42,4.26,1.41,0.06,0.0481,0.105,0.318,0.746,0.0516,0.00223,0.0359,0.0424,0.00642,0.015,13.93,0.586,0.063,0.014,0.477,0.364,0.013518131,0.162,0.073,0.015942738,0.049161074,8.02739726,"5.2142857139999998","22.51972932","822.80081989999996","446.78589449999998","257.32532620000001","84.752418840000004","26.353996009999999","0","0","1.3844054029999999","93.550318419999996","0","0","0",-9.395266673,-67.6417525,"100_lakes",1.36918454441804,19.5233333333333,28.38525,2.38665169462885,2.38665169462885,2.10458333333334,2.10458333333334,284.841294964029,2019-11-08,1,1.99526231496888e-07,37.980539696535,8306.85385243707,218.713423211174,0.000317907382270727,0.847917779242185,0.0061241610738255
"73",13763,NA,7272,"L42","Langtjern",9.726841,60.372278,516,2019-11-08,44,"na",1.9,4.6,17.5,"3.74",1031113.2,26.52,17.94,0.276,0.223,3,1.1,5.03,27.6,0.0125,"3.3300000000000003E-2",0.48,0.1905,0.1566,0.6983,"0.21709999999999999","na",0.5,0.07,0.8,0.1,0.32,0.34,0.0432,0.052,0.399,1.22,0.0239,0.00384,0.0738,0.0251,0.000791,0.022,NA,0.668,0.077,0.011,0.551,0.428,0.012630581,0.202,0.09,0.016169161,0.037235229,7.422222222,"8.1818181820000007","na","na","na","na","na","na","na","na","na","na","na","na","na",-10.71039847,-76.23435086,"100_lakes",6.23004243424614,11.2821666666667,18.255125,31.287025382407,13.4189649180271,5.80575,2.58616666666666,238.646478835693,2019-12-02,24,2.51188643150958e-05,93.8174311813573,42052.4973319911,448.237569526925,0.00264138713062421,0.781152528569664,0.00501672240802676
